orderid,custid,orderstatus,totalprice,orderdate,orderpriority,clerk,storeid,shippriority,ordercomment,orderqty,productid,discount
462972,1382,C,1060.00,2020-10-24,10,Ossie Leaves,1,1,In Stock,10,6,26.50
187640,1294,C,1592.31,2020-08-22,10,Auggie Sunshine,3,3,In Stock,5,5,19.90
186090,1259,C,1270.21,2020-07-03,10,Justin Heat,1,1,In Stock,12,4,12.70
411380,1458,C,1264.13,2019-12-13,10,Dee Winter,5,5,In Stock,2,9,15.80
182460,1096,C,1312.75,2020-03-16,10,Matt Winds,3,3,In Stock,4,10,32.82
251140,1054,C,1300.59,2020-02-05,10,Fred Cold,1,1,In Stock,13,7,65.03
252343,1093,C,1294.51,2020-03-05,10,Matt Winds,5,5,In Stock,2,6,32.36
141003,1413,C,1571.06,2020-11-01,10,Norbert Thanks,2,2,In Stock,7,7,39.28
513380,1048,C,1264.13,2020-02-13,10,Fred Cold,5,5,In Stock,2,1,63.21
218390,1129,C,1270.21,2020-04-13,10,April Rains,1,1,In Stock,12,3,21.17
221000,1250,C,1397.83,2020-06-30,10,June Summer,8,3,In Stock,1,4,13.98
417578,1228,C,1090.00,2019-06-26,10,June Summer,1,1,In Stock,10,5,54.50
490887,1357,C,1251.34,2020-09-29,10,Steve Fall,2,2,In Stock,6,9,12.51
388193,1493,C,1150.00,2019-12-31,10,Dee Winter,1,1,In Stock,11,3,11.50
537360,1150,C,1331.27,2020-04-20,10,April Rains,2,2,In Stock,6,8,33.28
475715,1005,C,1245.89,2020-01-22,10,Jack Snow,6,1,In Stock,2,4,15.57
458137,1457,C,1198.14,2020-12-13,10,Dee Winter,9,4,In Stock,1,2,19.97
256644,1254,C,1543.70,2020-07-02,10,Justin Heat,4,4,In Stock,3,10,15.44
265229,1109,C,1262.36,2020-03-10,10,Matt Winds,3,3,In Stock,4,1,31.56
220020,1212,C,1482.92,2020-06-01,10,June Summer,3,3,In Stock,4,8,24.72
387335,1125,C,1025.00,2019-04-12,10,April Rains,6,1,In Stock,1,3,12.81
275057,1027,C,1313.91,2020-01-19,10,Jack Snow,4,4,In Stock,3,9,13.14
160352,1002,C,1227.66,2020-01-11,10,Jack Snow,8,3,In Stock,1,7,12.28
150625,1275,C,1302.33,2020-07-09,10,Justin Heat,3,3,In Stock,4,5,13.02
337619,1269,C,1267.60,2020-07-07,10,Justin Heat,8,3,In Stock,1,4,12.68
219631,1191,C,1343.13,2020-05-07,10,May Flowers,4,4,In Stock,3,2,13.43
188635,1315,C,1367.45,2020-08-29,10,Auggie Sunshine,8,3,In Stock,1,8,22.79
403729,1129,C,1270.21,2019-04-13,10,April Rains,1,1,In Stock,12,5,21.17
265961,1371,C,1108.01,2020-10-21,10,Ossie Leaves,9,4,In Stock,1,9,13.85
462865,1335,C,1355.00,2020-09-22,10,Steve Fall,6,1,In Stock,2,9,67.75
210270,1090,C,1157.62,2020-03-24,10,Matt Winds,8,3,In Stock,1,6,57.88
415372,1132,C,1168.65,2019-04-24,10,April Rains,9,4,In Stock,1,1,58.43
491026,1436,C,1245.82,2020-11-09,10,Norbert Thanks,6,1,In Stock,2,6,12.46
447489,1199,C,1262.36,2020-05-30,10,May Flowers,3,3,In Stock,4,5,21.04
171484,1424,C,1300.59,2020-11-15,10,Norbert Thanks,1,1,In Stock,13,6,65.03
216550,1065,C,1367.45,2020-02-19,10,Fred Cold,8,3,In Stock,1,7,68.37
230029,1029,C,1262.36,2020-01-10,10,Jack Snow,3,3,In Stock,4,8,31.56
447264,1084,C,1124.55,2020-03-22,10,Matt Winds,5,5,In Stock,2,4,18.74
418001,1411,C,1005.00,2019-11-01,10,Norbert Thanks,6,1,In Stock,1,4,16.75
342877,1347,C,1085.00,2020-09-26,10,Steve Fall,6,1,In Stock,1,6,10.85
415105,1045,C,1130.06,2019-02-02,10,Fred Cold,1,1,In Stock,11,2,28.25
230517,1227,C,1196.21,2020-06-06,10,June Summer,7,2,In Stock,1,10,29.91
490330,1150,C,1267.88,2020-04-10,10,April Rains,8,3,In Stock,1,10,21.13
327541,1221,C,1163.14,2020-06-14,10,June Summer,4,4,In Stock,2,2,29.08
258657,1317,C,1379.61,2020-08-29,10,Auggie Sunshine,10,5,In Stock,1,9,34.49
361004,1124,C,1239.82,2019-04-22,10,April Rains,10,5,In Stock,1,6,61.99
225989,1409,C,1397.83,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,10,13.98
436250,1195,C,1367.45,2020-05-09,10,May Flowers,8,3,In Stock,1,3,13.67
210083,1023,C,1229.29,2020-01-28,10,Jack Snow,10,5,In Stock,1,7,61.46
224500,1390,C,1337.06,2020-10-17,10,Ossie Leaves,8,3,In Stock,1,4,33.43
167953,1313,C,1355.29,2020-08-08,10,Auggie Sunshine,6,1,In Stock,2,8,22.59
150110,1050,C,1215.50,2020-02-04,10,Fred Cold,6,1,In Stock,2,5,30.39
195910,1031,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,3,34.95
493102,1452,C,1500.00,2020-12-01,10,Dee Winter,1,1,In Stock,15,2,37.50
183430,1133,C,1294.51,2020-04-15,10,April Rains,5,5,In Stock,2,7,64.73
447281,1101,C,1218.26,2020-03-27,10,Matt Winds,9,4,In Stock,1,9,60.91
265915,1385,C,1185.19,2020-10-05,10,Ossie Leaves,6,1,In Stock,1,9,14.81
212590,1240,C,1150.00,2020-06-30,10,June Summer,1,1,In Stock,11,7,14.38
204270,1397,C,1379.61,2020-10-09,10,Ossie Leaves,10,5,In Stock,1,4,13.80
300785,1315,C,1125.00,2020-08-29,10,Auggie Sunshine,6,1,In Stock,1,10,56.25
240751,1311,C,1279.17,2020-08-17,10,Auggie Sunshine,10,5,In Stock,1,6,63.96
491123,1473,C,1229.29,2020-12-08,10,Dee Winter,10,5,In Stock,1,3,12.29
342486,1196,C,1130.00,2020-05-29,10,May Flowers,1,1,In Stock,11,4,56.50
337428,1198,C,1319.69,2020-05-10,10,May Flowers,10,5,In Stock,1,1,32.99
327497,1207,C,1267.88,2020-05-30,10,May Flowers,8,3,In Stock,1,3,12.68
372767,1297,C,1141.09,2019-08-23,10,Auggie Sunshine,2,2,In Stock,5,5,14.26
183020,1122,C,1227.66,2020-04-01,10,April Rains,8,3,In Stock,1,2,20.46
150087,1027,C,1313.91,2020-01-29,10,Jack Snow,4,4,In Stock,3,7,21.90
440570,1357,C,1379.61,2020-09-19,10,Steve Fall,10,5,In Stock,1,8,17.25
150821,1351,C,1279.17,2020-09-07,10,Steve Fall,10,5,In Stock,1,8,31.98
382065,1005,C,1186.56,2019-01-22,10,Jack Snow,7,2,In Stock,1,3,11.87
275619,1269,C,1267.60,2020-07-07,10,Justin Heat,8,3,In Stock,1,9,12.68
204920,1402,C,1397.83,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,8,69.89
241136,1456,C,1192.36,2020-12-12,10,Dee Winter,3,3,In Stock,3,2,19.87
250190,1019,C,1330.98,2020-01-07,10,Jack Snow,1,1,In Stock,13,3,33.27
405250,1235,C,1367.45,2019-06-09,10,June Summer,8,3,In Stock,1,7,68.37
226616,1436,C,1373.52,2020-11-19,10,Norbert Thanks,4,4,In Stock,3,8,17.17
195090,1009,C,1270.21,2020-01-03,10,Jack Snow,1,1,In Stock,12,4,63.51
365240,1354,C,1361.37,2019-09-08,10,Steve Fall,2,2,In Stock,6,1,13.61
200310,1211,C,1221.58,2020-06-11,10,June Summer,2,2,In Stock,6,8,15.27
327209,1089,C,1152.11,2020-03-03,10,Matt Winds,3,3,In Stock,3,4,28.80
250270,1027,C,1379.61,2020-01-09,10,Jack Snow,10,5,In Stock,1,8,13.80
372805,1335,C,1493.89,2019-09-02,10,Steve Fall,4,4,In Stock,3,2,37.35
184730,1200,C,1397.83,2020-05-10,10,May Flowers,8,3,In Stock,1,10,23.30
166010,1251,C,1221.58,2020-07-01,10,Justin Heat,2,2,In Stock,6,7,12.22
442341,1380,C,1276.28,2020-10-14,10,Ossie Leaves,7,2,In Stock,1,4,63.81
483920,1362,C,1397.83,2020-09-30,10,Steve Fall,8,3,In Stock,1,1,13.98
219110,1181,C,1282.36,2020-05-04,10,May Flowers,3,3,In Stock,4,3,12.82
253980,1158,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,5,69.89
363770,1267,C,1318.82,2019-07-26,10,Justin Heat,9,4,In Stock,1,6,13.19
358529,1049,C,1270.21,2019-02-13,10,Fred Cold,1,1,In Stock,12,5,63.51
261341,1411,C,1221.58,2020-11-11,10,Norbert Thanks,2,2,In Stock,6,4,61.08
537937,1377,C,1198.14,2020-10-13,10,Ossie Leaves,9,4,In Stock,1,5,14.98
492259,1109,C,1145.00,2020-03-20,10,Matt Winds,6,1,In Stock,1,6,28.62
169108,1358,C,1385.67,2020-09-10,10,Steve Fall,6,1,In Stock,2,1,69.28
462813,1343,C,1065.00,2020-09-05,10,Steve Fall,6,1,In Stock,1,3,17.75
345437,1177,C,1035.00,2019-05-13,10,May Flowers,6,1,In Stock,1,2,17.25
345294,1114,C,1150.00,2019-03-31,10,Matt Winds,1,1,In Stock,11,6,14.38
360180,1138,C,1324.90,2019-04-06,10,April Rains,5,5,In Stock,2,5,66.24
316378,1158,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,9,17.47
186930,1283,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,8,23.30
213072,1422,C,1060.00,2020-11-24,10,Norbert Thanks,1,1,In Stock,10,3,17.67
337422,1192,C,1284.97,2020-05-08,10,May Flowers,5,5,In Stock,2,8,12.85
491014,1424,C,1179.68,2020-11-05,10,Norbert Thanks,10,5,In Stock,1,8,14.75
458081,1431,C,1279.17,2020-11-27,10,Norbert Thanks,10,5,In Stock,1,4,63.96
337014,1014,C,1238.66,2020-01-05,10,Jack Snow,9,4,In Stock,1,10,30.97
415890,1360,C,1267.88,2019-09-30,10,Steve Fall,8,3,In Stock,1,1,63.39
421110,1460,C,1050.00,2020-12-04,10,Dee Winter,1,1,In Stock,10,8,52.50
420967,1377,C,1035.00,2020-10-23,10,Ossie Leaves,6,1,In Stock,1,9,17.25
484080,1378,C,1264.13,2020-10-03,10,Ossie Leaves,5,5,In Stock,2,7,63.21
259911,1371,C,1221.58,2020-10-01,10,Ossie Leaves,2,2,In Stock,6,2,15.27
421007,1417,C,1035.00,2020-11-03,10,Norbert Thanks,6,1,In Stock,1,4,17.25
443540,1474,C,1361.37,2020-12-18,10,Dee Winter,2,2,In Stock,6,8,68.07
300266,1086,C,1030.00,2020-03-22,10,Matt Winds,1,1,In Stock,10,1,12.88
387992,1402,C,1150.00,2019-10-31,10,Ossie Leaves,1,1,In Stock,11,5,19.17
522660,1416,C,1251.98,2020-11-22,10,Norbert Thanks,2,2,In Stock,6,9,15.65
257850,1315,C,1367.45,2020-08-29,10,Auggie Sunshine,8,3,In Stock,1,4,22.79
440888,1338,C,1264.13,2020-09-03,10,Steve Fall,5,5,In Stock,2,2,31.60
342007,1007,C,1035.00,2020-01-03,10,Jack Snow,6,1,In Stock,1,7,10.35
372717,1307,C,1196.21,2019-08-06,10,Auggie Sunshine,7,2,In Stock,1,10,29.91
215352,1002,C,1227.66,2020-01-11,10,Jack Snow,8,3,In Stock,1,4,61.38
382627,1277,C,1313.91,2019-07-09,10,Justin Heat,4,4,In Stock,3,10,65.70
367802,1392,C,1349.22,2019-10-28,10,Ossie Leaves,10,5,In Stock,1,3,67.46
231176,1466,C,1190.70,2020-12-26,10,Dee Winter,1,1,In Stock,11,1,59.54
493069,1419,C,1045.00,2020-11-23,10,Norbert Thanks,6,1,In Stock,1,1,13.06
462012,1012,C,1060.00,2020-01-04,10,Jack Snow,1,1,In Stock,10,2,10.60
360990,1159,C,1397.83,2019-04-30,10,April Rains,8,3,In Stock,1,5,17.47
418067,1417,C,1035.00,2019-11-23,10,Norbert Thanks,6,1,In Stock,1,8,25.88
415518,1228,C,1201.72,2019-06-06,10,June Summer,2,2,In Stock,6,2,20.03
420412,1182,C,1060.00,2020-05-04,10,May Flowers,1,1,In Stock,10,10,17.67
318860,1276,C,1373.52,2020-07-29,10,Justin Heat,4,4,In Stock,3,4,17.17
372450,1190,C,1212.75,2019-05-17,10,May Flowers,3,3,In Stock,4,1,20.21
201280,1278,C,1385.67,2020-07-10,10,Justin Heat,6,1,In Stock,2,9,13.86
343126,1476,C,1130.00,2020-12-09,10,Dee Winter,1,1,In Stock,11,8,18.83
410990,1449,C,1397.83,2019-11-30,10,Norbert Thanks,8,3,In Stock,1,5,17.47
163289,1119,C,1397.83,2020-03-31,10,Matt Winds,8,3,In Stock,1,7,34.95
420370,1130,C,1050.00,2020-04-24,10,April Rains,1,1,In Stock,10,10,13.12
327607,1257,C,1141.09,2020-07-03,10,Justin Heat,2,2,In Stock,5,2,14.26
346184,1474,C,1120.00,2019-12-28,10,Dee Winter,1,1,In Stock,11,10,11.20
500714,1304,C,1070.00,2020-08-05,10,Auggie Sunshine,1,1,In Stock,10,5,10.70
382665,1255,C,1475.97,2019-07-22,10,Justin Heat,6,1,In Stock,2,4,36.90
487826,1456,C,1251.98,2020-12-22,10,Dee Winter,2,2,In Stock,6,10,31.30
182110,1091,C,1282.36,2020-03-04,10,Matt Winds,3,3,In Stock,4,8,21.37
404708,1198,C,1385.67,2019-05-10,10,May Flowers,6,1,In Stock,2,6,69.28
171220,1472,C,1349.22,2020-12-08,10,Dee Winter,10,5,In Stock,1,6,67.46
362170,1180,C,1276.28,2019-05-24,10,May Flowers,7,2,In Stock,1,7,15.95
342247,1097,C,1085.00,2020-03-16,10,Matt Winds,6,1,In Stock,1,9,13.56
421123,1473,C,1115.00,2020-12-08,10,Dee Winter,6,1,In Stock,1,1,27.88
188920,1362,C,1397.83,2020-09-30,10,Steve Fall,8,3,In Stock,1,1,69.89
387782,1312,C,1110.00,2019-08-28,10,Auggie Sunshine,1,1,In Stock,11,9,55.50
223790,1349,C,1330.98,2020-09-27,10,Steve Fall,1,1,In Stock,13,5,16.64
411253,1433,C,1355.29,2019-11-08,10,Norbert Thanks,6,1,In Stock,2,1,33.88
265838,1338,C,1146.60,2020-09-13,10,Steve Fall,7,2,In Stock,1,3,14.33
457257,1107,C,1313.91,2020-03-19,10,Matt Winds,4,4,In Stock,3,2,16.42
482400,1300,C,1276.28,2020-08-14,10,Auggie Sunshine,7,2,In Stock,1,7,21.27
441820,1392,C,1349.22,2020-10-28,10,Ossie Leaves,10,5,In Stock,1,3,33.73
415922,1392,C,1223.78,2019-10-08,10,Ossie Leaves,4,4,In Stock,3,3,20.40
240123,1063,C,1290.75,2020-02-08,10,Fred Cold,1,1,In Stock,12,8,21.51
212288,1108,C,1140.00,2020-03-30,10,Matt Winds,1,1,In Stock,11,8,28.50
435620,1122,C,1227.66,2020-04-21,10,April Rains,8,3,In Stock,1,4,30.69
327767,1297,C,1141.09,2020-08-23,10,Auggie Sunshine,2,2,In Stock,5,9,14.26
168404,1294,C,1592.31,2020-08-22,10,Auggie Sunshine,3,3,In Stock,5,4,19.90
383029,1439,C,1325.48,2019-11-10,10,Norbert Thanks,6,1,In Stock,2,7,13.25
361291,1150,C,1397.83,2019-04-30,10,April Rains,8,3,In Stock,1,4,17.47
160410,1011,C,1282.36,2020-01-14,10,Jack Snow,3,3,In Stock,4,3,12.82
484295,1345,C,1306.67,2020-09-15,10,Steve Fall,7,2,In Stock,1,6,13.07
314980,1118,C,1397.83,2020-03-31,10,Matt Winds,8,3,In Stock,1,5,13.98
240998,1408,C,1331.27,2020-10-31,10,Ossie Leaves,2,2,In Stock,6,7,66.56
210410,1180,C,1157.62,2020-05-04,10,May Flowers,8,3,In Stock,1,7,19.29
387881,1351,C,1105.00,2019-09-27,10,Steve Fall,6,1,In Stock,1,8,55.25
219790,1189,C,1330.98,2020-05-27,10,May Flowers,1,1,In Stock,13,1,13.31
538108,1458,C,1203.93,2020-12-03,10,Dee Winter,4,4,In Stock,3,9,20.07
360025,1095,C,1306.67,2019-03-25,10,Matt Winds,7,2,In Stock,1,2,21.78
373035,1415,C,1582.09,2019-11-12,10,Norbert Thanks,3,3,In Stock,5,1,26.37
387656,1276,C,1130.00,2019-07-19,10,Justin Heat,1,1,In Stock,11,2,14.12
447282,1102,C,1223.78,2020-03-28,10,Matt Winds,4,4,In Stock,3,9,12.24
215670,1007,C,1258.05,2020-01-23,10,Jack Snow,9,4,In Stock,1,3,15.73
172133,1453,C,1829.33,2020-12-01,10,Dee Winter,10,5,In Stock,1,8,91.47
186550,1275,C,1367.45,2020-07-19,10,Justin Heat,8,3,In Stock,1,5,34.19
442142,1392,C,1349.22,2020-10-08,10,Ossie Leaves,10,5,In Stock,1,2,13.49
433353,1063,C,1355.29,2020-02-08,10,Fred Cold,6,1,In Stock,2,8,67.76
345015,1015,C,1075.00,2019-01-05,10,Jack Snow,6,1,In Stock,1,3,26.88
224152,1332,C,1628.78,2020-09-11,10,Steve Fall,9,4,In Stock,1,9,81.44
342466,1176,C,1030.00,2020-05-22,10,May Flowers,1,1,In Stock,10,4,17.17
217830,1103,C,1355.29,2020-03-28,10,Matt Winds,6,1,In Stock,2,8,33.88
140830,1360,C,1267.88,2020-09-10,10,Steve Fall,8,3,In Stock,1,3,31.70
492550,1230,C,1100.00,2020-06-17,10,June Summer,1,1,In Stock,11,6,55.00
382821,1351,C,1279.17,2019-09-07,10,Steve Fall,10,5,In Stock,1,1,21.32
213119,1469,C,1095.00,2020-12-07,10,Dee Winter,6,1,In Stock,1,1,27.38
365100,1340,C,1276.28,2019-09-04,10,Steve Fall,7,2,In Stock,1,2,15.95
415937,1377,C,1141.09,2019-10-13,10,Ossie Leaves,2,2,In Stock,5,6,28.53
216463,1043,C,1233.74,2020-02-11,10,Fred Cold,4,4,In Stock,3,4,12.34
320217,1307,C,1318.82,2020-08-16,10,Auggie Sunshine,9,4,In Stock,1,10,13.19
199150,1185,C,1306.67,2020-05-05,10,May Flowers,7,2,In Stock,1,2,32.67
484270,1397,C,1379.61,2020-10-09,10,Ossie Leaves,10,5,In Stock,1,9,13.80
281105,1455,C,1475.00,2020-12-02,10,Dee Winter,6,1,In Stock,2,5,36.88
439326,1256,C,1251.98,2020-07-22,10,Justin Heat,2,2,In Stock,6,9,20.87
163790,1139,C,1330.98,2020-04-27,10,April Rains,1,1,In Stock,13,2,22.18
206572,1432,C,1349.22,2020-11-18,10,Norbert Thanks,10,5,In Stock,1,10,33.73
372705,1295,C,1449.79,2019-08-02,10,Auggie Sunshine,10,5,In Stock,1,6,14.50
316015,1125,C,1245.89,2020-04-22,10,April Rains,6,1,In Stock,2,1,15.57
416017,1427,C,1196.21,2019-11-06,10,Norbert Thanks,7,2,In Stock,1,8,59.81
316280,1198,C,1385.67,2020-05-10,10,May Flowers,6,1,In Stock,2,5,69.28
300517,1227,C,1085.00,2020-06-06,10,June Summer,6,1,In Stock,1,1,10.85
300109,1049,C,1045.00,2020-02-03,10,Fred Cold,6,1,In Stock,1,5,10.45
300904,1374,C,1390.00,2020-10-02,10,Ossie Leaves,1,1,In Stock,13,4,23.17
215176,1016,C,1312.75,2020-01-06,10,Jack Snow,3,3,In Stock,4,2,65.64
240054,1024,C,1296.54,2020-01-18,10,Jack Snow,7,2,In Stock,1,6,64.83
441669,1349,C,1330.98,2020-09-27,10,Steve Fall,1,1,In Stock,13,10,22.18
281143,1463,C,1065.00,2020-12-15,10,Dee Winter,6,1,In Stock,1,7,17.75
150084,1024,C,1296.54,2020-01-28,10,Jack Snow,7,2,In Stock,1,3,21.61
382552,1232,C,1284.97,2019-06-18,10,June Summer,5,5,In Stock,2,10,12.85
140622,1272,C,1223.78,2020-07-08,10,Justin Heat,4,4,In Stock,3,1,15.30
372009,1009,C,1152.11,2019-01-03,10,Jack Snow,3,3,In Stock,3,6,28.80
150797,1327,C,1331.27,2020-08-31,10,Auggie Sunshine,2,2,In Stock,6,6,16.64
411100,1460,C,1276.28,2019-12-04,10,Dee Winter,7,2,In Stock,1,3,31.91
435509,1139,C,1330.98,2020-04-07,10,April Rains,1,1,In Stock,13,6,66.55
491036,1416,C,1135.58,2020-11-12,10,Norbert Thanks,6,1,In Stock,1,10,18.93
140519,1229,C,1207.24,2020-06-07,10,June Summer,8,3,In Stock,1,3,12.07
492708,1298,C,1040.00,2020-08-03,10,Auggie Sunshine,1,1,In Stock,10,7,52.00
490893,1363,C,1267.88,2020-09-30,10,Steve Fall,8,3,In Stock,1,10,12.68
482634,1284,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,6,69.89
437690,1219,C,1270.21,2020-06-23,10,June Summer,1,1,In Stock,12,5,31.76
222249,1279,C,1391.75,2020-07-20,10,Justin Heat,2,2,In Stock,6,6,69.59
275900,1370,C,1331.27,2020-09-30,10,Steve Fall,2,2,In Stock,6,7,66.56
432510,1021,C,1343.13,2020-01-17,10,Jack Snow,4,4,In Stock,3,8,13.43
265826,1356,C,1245.82,2020-09-09,10,Steve Fall,6,1,In Stock,2,9,62.29
327328,1148,C,1256.85,2020-04-10,10,April Rains,7,2,In Stock,1,3,62.84
215050,1005,C,1245.89,2020-01-02,10,Jack Snow,6,1,In Stock,2,8,15.57
301022,1432,C,1110.00,2020-11-08,10,Norbert Thanks,1,1,In Stock,11,3,27.75
437240,1234,C,1361.37,2020-06-08,10,June Summer,2,2,In Stock,6,8,22.69
265397,1157,C,1267.88,2020-04-30,10,April Rains,8,3,In Stock,1,9,63.39
373168,1458,C,1146.60,2019-12-23,10,Dee Winter,7,2,In Stock,1,3,19.11
387320,1140,C,1100.00,2019-04-07,10,April Rains,1,1,In Stock,11,3,55.00
492012,1012,C,1060.00,2020-01-04,10,Jack Snow,1,1,In Stock,10,7,17.67
346128,1478,C,1140.00,2019-12-10,10,Dee Winter,1,1,In Stock,11,8,11.40
275633,1253,C,1464.39,2020-07-11,10,Justin Heat,5,5,In Stock,2,1,24.41
165700,1220,C,1276.28,2020-06-24,10,June Summer,7,2,In Stock,1,6,12.76
342498,1208,C,1150.00,2020-05-30,10,May Flowers,1,1,In Stock,11,8,57.50
254160,1186,C,1312.75,2020-05-06,10,May Flowers,3,3,In Stock,4,10,16.41
202711,1291,C,1221.58,2020-08-01,10,Auggie Sunshine,2,2,In Stock,6,1,61.08
388012,1422,C,1060.00,2019-11-04,10,Norbert Thanks,1,1,In Stock,10,8,17.67
517929,1219,C,1270.21,2020-06-13,10,June Summer,1,1,In Stock,12,6,12.70
492031,1001,C,1005.00,2020-01-11,10,Jack Snow,6,1,In Stock,1,8,50.25
372106,1046,C,1135.58,2019-02-02,10,Fred Cold,6,1,In Stock,1,9,18.93
345474,1184,C,1070.00,2019-05-25,10,May Flowers,1,1,In Stock,10,3,26.75
211193,1493,C,1267.88,2020-12-31,10,Dee Winter,8,3,In Stock,1,4,31.70
195960,1036,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,10,34.95
201996,1256,C,1251.98,2020-07-12,10,Justin Heat,2,2,In Stock,6,4,12.52
362093,1173,C,1440.37,2019-05-21,10,May Flowers,1,1,In Stock,14,6,36.01
436136,1136,C,1312.75,2020-04-26,10,April Rains,3,3,In Stock,4,9,21.88
438950,1285,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,9,23.30
198080,1128,C,1264.13,2020-04-03,10,April Rains,5,5,In Stock,2,7,31.60
327997,1407,C,1267.88,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,9,15.85
280239,1089,C,1045.00,2020-03-13,10,Matt Winds,6,1,In Stock,1,5,26.12
215780,1018,C,1324.90,2020-01-26,10,Jack Snow,5,5,In Stock,2,10,16.56
457302,1122,C,1169.20,2020-04-01,10,April Rains,10,5,In Stock,1,8,19.49
316720,1182,C,1288.43,2020-05-24,10,May Flowers,9,4,In Stock,1,9,16.11
420678,1268,C,1090.00,2020-07-26,10,Justin Heat,1,1,In Stock,10,8,10.90
327099,1039,C,1267.88,2020-01-31,10,Jack Snow,8,3,In Stock,1,10,21.13
190330,1413,C,1732.09,2020-11-11,10,Norbert Thanks,3,3,In Stock,5,8,86.60
188250,1355,C,1367.45,2020-09-09,10,Steve Fall,8,3,In Stock,1,5,68.37
212190,1070,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,5,28.75
200831,1240,C,1397.83,2020-06-10,10,June Summer,8,3,In Stock,1,9,17.47
418005,1415,C,1435.00,2019-11-02,10,Norbert Thanks,6,1,In Stock,2,1,23.92
275812,1342,C,1227.08,2020-09-04,10,Steve Fall,8,3,In Stock,1,9,30.68
204440,1384,C,1300.59,2020-10-15,10,Ossie Leaves,1,1,In Stock,13,1,21.68
517660,1216,C,1251.98,2020-06-22,10,June Summer,2,2,In Stock,6,8,20.87
240717,1307,C,1256.02,2020-08-06,10,Auggie Sunshine,7,2,In Stock,1,10,15.70
189064,1354,C,1361.37,2020-09-08,10,Steve Fall,2,2,In Stock,6,4,68.07
420369,1129,C,1045.00,2020-04-23,10,April Rains,6,1,In Stock,1,3,52.25
476630,1043,C,1233.74,2020-02-21,10,Fred Cold,4,4,In Stock,3,5,61.69
492658,1278,C,1140.00,2020-07-20,10,Justin Heat,1,1,In Stock,11,10,57.00
415515,1225,C,1185.19,2019-06-05,10,June Summer,6,1,In Stock,1,2,29.63
259210,1391,C,1343.13,2020-10-07,10,Ossie Leaves,4,4,In Stock,3,2,33.58
417023,1023,C,1115.00,2019-01-08,10,Jack Snow,6,1,In Stock,1,7,11.15
492799,1329,C,1150.00,2020-08-31,10,Auggie Sunshine,1,1,In Stock,11,6,28.75
224910,1401,C,1397.83,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,8,69.89
210207,1087,C,1141.09,2020-03-03,10,Matt Winds,2,2,In Stock,5,2,11.41
457296,1116,C,1331.27,2020-03-31,10,Matt Winds,2,2,In Stock,6,7,13.31
387943,1383,C,1065.00,2019-10-15,10,Ossie Leaves,6,1,In Stock,1,8,13.31
492105,1045,C,1025.00,2020-02-02,10,Fred Cold,6,1,In Stock,1,2,10.25
252255,1085,C,1245.89,2020-03-02,10,Matt Winds,6,1,In Stock,2,5,62.29
407458,1268,C,1324.90,2019-07-26,10,Justin Heat,5,5,In Stock,2,7,13.25
478340,1124,C,1239.82,2020-04-12,10,April Rains,10,5,In Stock,1,8,12.40
199235,1145,C,1367.45,2020-04-29,10,April Rains,8,3,In Stock,1,3,13.67
337798,1328,C,1331.27,2020-08-31,10,Auggie Sunshine,2,2,In Stock,6,6,13.31
387819,1349,C,1095.00,2019-09-07,10,Steve Fall,6,1,In Stock,1,10,18.25
407130,1303,C,1294.51,2019-08-05,10,Auggie Sunshine,5,5,In Stock,2,7,64.73
313694,1064,C,1361.37,2020-02-18,10,Fred Cold,2,2,In Stock,6,3,34.03
482580,1318,C,1385.67,2020-08-20,10,Auggie Sunshine,6,1,In Stock,2,4,17.32
301010,1420,C,1050.00,2020-11-04,10,Norbert Thanks,1,1,In Stock,10,4,17.50
417040,1010,C,1050.00,2019-01-14,10,Jack Snow,1,1,In Stock,10,1,17.50
487331,1471,C,1343.13,2020-12-07,10,Dee Winter,4,4,In Stock,3,8,16.79
211122,1472,C,1223.78,2020-12-08,10,Dee Winter,4,4,In Stock,3,8,15.30
483415,1295,C,1598.39,2020-08-22,10,Auggie Sunshine,9,4,In Stock,1,4,39.96
300438,1178,C,1040.00,2020-05-13,10,May Flowers,1,1,In Stock,10,4,13.00
140402,1172,C,1300.95,2020-05-01,10,May Flowers,1,1,In Stock,13,3,13.01
321360,1376,C,1251.98,2020-10-12,10,Ossie Leaves,2,2,In Stock,6,10,31.30
402112,1072,C,1397.83,2019-02-28,10,Fred Cold,8,3,In Stock,1,2,13.98
372462,1172,C,1300.95,2019-05-21,10,May Flowers,1,1,In Stock,13,7,65.05
